,0
475,2.94
476,0.28
477,0.338
478,0.262
479,0.201
480,0.244
481,0.064
482,0.139
483,0.234
484,0.219
485,0.176
486,0.009
487,0.188
488,0.184
489,0.031
490,0.053
491,0.109
492,0.224
493,0.057
494,0.076
495,0.307
496,0.254
497,0.179
498,0.152
499,0.085
500,0.094
501,0.161
502,0.254
503,0.14
504,0.273
505,0.211
506,0.216
507,0.161
508,0.215
509,2.825
510,0.277
511,0.285
512,0.251
513,0.234
514,0.17
515,0.114
516,0.165
517,0.021
518,0.198
519,0.182
520,0.227
521,0.243
522,0.154
523,0.085
524,0.293
525,0.3
526,1.218
527,0.095
528,0.194
529,0.236
530,0.287
531,0.142
532,1.744
533,0.079
534,2.524
535,0.142
536,0.217
537,0.056
538,0.099
539,0.178
540,0.051
541,0.15
542,0.11
543,0.218
544,0.021
545,0.249
546,0.102
547,0.115
548,0.278
549,0.645
550,0.162
551,0.071
552,0.23
553,0.219
554,0.076
555,0.165
556,0.1
557,0.282
558,0.097
559,0.127
560,0.14
561,0.089
562,0.136
563,0.216
564,0.145
565,0.203
566,0.073
567,0.128
568,2.413
569,0.244
570,0.274
571,0.143
572,0.163
573,0.202
574,0.313
575,0.096
576,0.026
577,0.042
578,0.012
579,0.289
580,0.101
581,2.531
582,0.096
583,0.054
584,0.205
585,1.274
586,0.145
587,0.088
588,0.103
589,0.068
590,0.915
591,0.071
592,0.057
593,0.185
594,0.259
595,0.021
596,0.28
597,0.274
598,0.125
599,0.01
600,0.276
601,0.208
602,0.294
603,0.062
604,0.199
605,0.053
606,0.13
607,0.137
608,0.224
609,0.02
610,0.079
611,0.235
612,0.517
613,2.656
614,0.009
615,0.22
616,0.193
617,0.12
618,0.076
619,2.901
620,0.084
621,0.126
622,0.12
623,0.022
624,0.008
625,0.042
626,0.198
627,1.52
628,0.137
629,0.048
630,0.21
631,0.03
632,0.212
633,0.027
634,0.339
635,0.931
636,0.27
637,0.305
638,1.968
639,0.361
640,0.022
641,0.01
642,0.263
643,0.208
644,0.034
645,0.199
646,0.258
647,0.084
648,0.024
649,0.553
650,0.128
651,0.119
652,0.24
653,0.153
654,1.862
655,0.131
656,0.013
657,0.116
658,0.642
659,0.014
660,0.215
661,0.245
662,0.115
663,0.067
664,0.168
665,1.863
666,0.2
667,0.307
668,0.535
669,0.177
670,0.116
671,0.597
672,2.986
673,0.119
674,0.25
675,0.276
676,0.136
677,0.039
678,0.143
679,2.19
680,0.204
681,0.045
682,0.498
683,0.238
684,0.156
685,0.007
686,0.099
687,0.17
688,0.162
689,0.19
690,0.122
691,0.121
692,0.364
693,0.207
694,0.264
695,0.173
696,2.246
697,0.136
698,1.681
699,0.166
700,0.205
701,0.27
702,0.295
703,0.285
704,0.105
705,1.919
706,0.188
707,0.096
708,0.224
709,0.277
710,0.241
711,0.097
712,0.147
713,0.191
714,0.023
715,0.102
716,0.266
717,0.334
718,0.122
719,0.159
720,0.256
721,1.859
722,1.117
723,0.086
724,0.836
725,0.18
726,0.21
727,0.295
728,0.228
729,0.01
730,0.008
731,0.125
732,0.477
733,0.158
734,0.048
735,0.095
736,0.044
737,0.244
738,0.184
739,0.181
740,1.099
741,0.195
742,0.053
743,0.017
744,0.074
745,0.032
746,2.335
747,0.137
748,1.66
749,0.091
750,0.109
751,0.229
752,0.199
753,0.192
754,0.169
755,0.088
756,0.001
757,0.217
758,0.2
759,0.151
760,0.129
761,0.138
762,0.061
763,0.056
764,0.241
765,0.061
766,0.273
767,0.151
768,0.098
769,0.08
770,0.016
771,0.095
772,0.002
773,0.176
774,0.046
775,0.022
776,0.052
777,0.092
778,0.113
779,0.183
780,0.065
781,0.215
782,1.69
783,0.126
784,0.12
785,0.092
786,0.052
787,0.013
788,0.194
789,0.074
790,0.083
791,0.017
792,0.091
793,0.026
794,0.013
795,0.087
796,0.026
797,0.091
798,0.146
799,0.035
800,0.203
801,0.122
802,0.414
803,0.113
804,2.712
805,0.266
806,0.235
807,0.296
808,0.081
809,0.259
810,0.211
811,0.193
812,0.062
813,0.131
814,0.122
815,0.182
816,0.105
817,0.036
818,0.167
819,0.192
820,0.132
821,0.042
822,0.147
823,0.184
824,0.073
825,2.115
826,0.042
827,0.104
828,0.096
829,0.03
830,0.11
831,2.604
832,0.088
833,0.69
834,0.176
835,0.112
836,0.141
837,0.08
838,0.038
839,0.1
840,0.024
841,0.02
842,0.006
843,0.093
844,2.743
845,0.101
846,0.181
847,0.247
848,0.053
849,0.084
850,0.061
851,0.222
852,2.298
853,0.047
854,0.176
855,0.153
856,0.041
857,0.139
858,0.047
859,0.183
860,0.135
861,0.192
862,0.241
863,0.204
864,0.083
865,0.106
866,0.109
867,0.136
868,1.018
869,0.107
870,0.071
871,0.013
872,0.182
873,0.12
874,0.14
875,0.203
876,0.074
877,0.1
878,0.076
879,0.059
880,0.112
881,0.153
882,0.07
883,0.248
884,0.061
885,0.01
886,0.128
887,0.118
888,0.027
889,0.019
890,0.084
891,0.101
892,0.033
893,0.104
894,0.095
895,0.12
896,0.057
897,0.131
898,0.222
899,0.104
900,0.174
901,0.003
902,0.202
903,0.126
904,0.144
905,0.073
906,0.187
907,0.21
908,0.017
909,0.079
910,2.139
911,0.167
912,0.178
913,0.884
914,0.157
915,0.129
916,0.014
917,0.003
918,0.137
919,0.209
920,0.167
921,0.059
922,0.146
923,0.096
924,0.008
925,0.178
926,0.039
927,0.221
928,0.071
929,0.058
930,0.041
931,0.011
932,0.218
933,0.078
934,0.071
935,0.155
936,0.117
937,0.031
938,0.098
939,0.17
940,0.175
941,0.069
942,0.177
943,0.177
944,0.169
945,0.028
946,0.088
947,0.103
948,0.217
949,0.013
950,0.08
951,0.032
952,0.126
953,1.467
954,0.199
955,0.044
956,0.181
957,0.16
958,0.297
959,0.135
960,0.194
961,0.004
962,0.063
963,0.096
964,0.199
965,0.013
966,0.177
967,0.107
968,0.181
969,0.253
970,0.233
971,0.096
972,0.081
973,0.15
974,2.324
975,0.28
976,0.071
977,2.581
978,1.224
979,1.842
980,0.186
981,0.011
982,0.125
983,0.044
984,0.146
985,2.142
986,0.171
987,0.025
988,0.126
989,0.005
990,0.208
991,0.081
992,0.084
993,0.011
994,0.161
995,0.035
996,0.094
997,0.089
998,0.088
999,0.071
1000,0.11
1001,0.117
1002,0.002
1003,0.165
1004,0.164
1005,0.195
1006,0.015
1007,0.152
1008,0.125
1009,0.053
1010,0.012
1011,0.134
1012,0.19
1013,0.044
1014,0.068
1015,2.798
1016,0.046
1017,0.037
1018,0.165
1019,0.041
1020,0.113
1021,0.193
1022,0.214
1023,2.674
1024,0.028
1025,0.045
1026,0.41
1027,0.288
1028,0.201
1029,0.204
1030,0.284
1031,0.126
1032,0.17
1033,0.068
1034,0.19
1035,0.115
1036,0.168
1037,0.157
1038,0.018
1039,0.28
1040,0.058
1041,0.066
1042,0.141
1043,0.123
1044,0.149
1045,0.218
1046,0.005
1047,0.112
1048,0.173
1049,0.147
1050,0.165
1051,0.289
1052,0.181
1053,0.24
1054,0.179
1055,0.204
1056,0.167
1057,0.079
1058,0.203
1059,0.088
1060,2.303
1061,0.036
1062,0.11
1063,0.017
1064,0.196
1065,0.097
1066,0.182
1067,0.18
1068,0.119
1069,0.222
1070,0.2
1071,0.164
1072,0.181
1073,0.166
1074,0.213
1075,0.028
1076,0.254
1077,1.364
1078,0.231
1079,0.181
1080,0.136
1081,0.016
1082,0.046
1083,0.129
1084,0.036
1085,0.034
1086,0.088
1087,0.175
1088,0.086
1089,0.018
1090,1.87
1091,0.032
1092,0.021
1093,0.041
1094,2.322
1095,0.125
1096,0.063
1097,0.124
1098,0.038
1099,0.098
1100,0.154
1101,0.083
1102,0.036
1103,0.179
1104,0.008
1105,0.115
1106,0.111
1107,0.054
1108,0.074
1109,0.05
1110,0.017
1111,0.26
1112,0.084
1113,0.131
1114,0.122
1115,1.918
1116,0.189
1117,0.111
1118,0.087
1119,0.221
1120,0.041
1121,0.132
1122,0.173
1123,0.147
1124,0.071
1125,0.074
1126,0.122
1127,0.085
1128,0.139
1129,0.068
1130,0.145
1131,0.199
1132,0.173
1133,0.157
1134,0.196
1135,0.026
1136,0.071
1137,1.709
1138,0.127
1139,0.208
1140,0.084
1141,0.081
1142,0.162
1143,0.265
1144,0.023
1145,0.082
1146,0.269
1147,0.213
1148,0.156
1149,0.051
1150,0.021
1151,0.115
1152,0.157
1153,0.872
1154,0.017
1155,0.075
1156,0.167
1157,0.071
1158,0.128
1159,0.165
1160,0.136
1161,0.044
1162,0.001
1163,0.13
1164,0.048
1165,0.188
1166,0.377
1167,0.186
1168,0.168
1169,0.035
1170,0.076
1171,1.769
1172,0.034
1173,0.1
1174,0.115
1175,1.282
1176,0.099
1177,0.012
1178,0.165
1179,0.049
1180,0.155
1181,1.109
1182,0.031
1183,2.513
1184,0.027
1185,0.106
1186,0.056
1187,0.169
1188,0.047
1189,0.177
1190,0.162
1191,0.149
1192,0.195
1193,0.178
1194,0.218
1195,1.244
1196,2.495
1197,0.267
1198,0.007
1199,0.018
1200,0.036
1201,0.097
1202,0.113
1203,0.015
1204,2.518
1205,0.037
1206,0.075
1207,0.099
1208,0.036
1209,2.902
1210,0.218
1211,1.231
1212,0.178
1213,0.182
1214,0.005
1215,0.027
1216,0.067
1217,0.145
1218,0.173
1219,0.187
1220,0.013
1221,0.122
1222,0.165
1223,0.124
1224,0.02
1225,0.092
1226,0.152
1227,0.016
1228,0.06
1229,0.207
1230,0.107
1231,0.016
1232,0.172
1233,0.2
1234,0.111
1235,0.128
1236,0.133
1237,0.131
1238,0.113
1239,0.052
1240,0.007
1241,0.168
1242,0.07
1243,0.219
1244,0.169
1245,2.397
1246,0.054
1247,0.148
1248,0.11
1249,0.095
1250,0.059
1251,0.004
1252,0.001
1253,0.164
1254,0.056
1255,0.212
1256,0.22
1257,0.052
1258,0.151
1259,0.091
1260,0.073
1261,0.105
1262,0.009
1263,1.696
1264,0.194
1265,0.142
1266,0.176
1267,0.15
1268,0.204
1269,0.215
1270,0.087
1271,0.842
1272,0.068
1273,0.083
1274,0.199
1275,0.069
1276,0.047
1277,0.132
1278,0.183
1279,0.178
1280,0.139
1281,0.177
1282,0.044
1283,0.033
1284,0.036
1285,0.051
1286,0.054
1287,0.163
1288,0.154
1289,0.197
1290,0.214
1291,0.086
1292,0.241
1293,0.273
1294,0.111
1295,0.019
1296,0.115
1297,0.153
1298,0.05
1299,0.078
1300,0.099
1301,0.155
1302,0.06
1303,0.226
1304,0.065
1305,0.054
1306,0.056
1307,1.511
1308,0.004
1309,0.013
1310,0.21
1311,0.027
1312,0.154
1313,0.219
1314,0.251
1315,0.173
1316,0.184
1317,0.059
1318,0.033
1319,0.152
1320,0.142
1321,0.197
1322,0.168
1323,0.201
1324,0.14
1325,0.17
1326,0.142
1327,0.157
1328,0.143
1329,0.02
1330,0.131
1331,0.126
1332,0.152
1333,0.154
1334,0.017
1335,0.058
1336,0.103
1337,0.022
1338,0.067
1339,0.086
1340,0.041
1341,0.009
1342,0.039
1343,0.101
1344,0.146
1345,0.032
1346,0.024
1347,0.191
1348,0.079
1349,0.098
1350,0.084
1351,0.184
1352,0.045
1353,0.07
1354,0.065
1355,0.203
1356,0.026
1357,0.05
1358,2.216
1359,0.146
1360,0.026
1361,0.004
1362,0.204
1363,0.019
1364,0.015
1365,0.204
1366,0.235
1367,0.026
1368,1.783
1369,0.036
1370,0.106
1371,0.014
1372,0.039
1373,0.015
1374,0.172
1375,0.176
1376,0.043
1377,0.097
1378,0.221
1379,0.218
1380,0.124
1381,0.183
1382,0.011
1383,0.128
1384,0.1
1385,0.033
1386,0.039
1387,0.126
1388,0.292
1389,0.207
1390,0.073
1391,0.166
1392,0.133
1393,0.12
1394,0.1
1395,0.114
1396,0.148
1397,0.142
1398,0.054
1399,0.194
1400,0.21
1401,0.112
1402,0.127
1403,0.097
1404,0.216
1405,0.219
1406,0.107
1407,0.051
1408,0.181
1409,0.125
1410,0.001
1411,0.142
1412,0.07
1413,0.013
1414,0.13
1415,0.196
1416,0.136
1417,0.056
1418,0.077
1419,0.095
1420,0.104
1421,0.016
1422,0.044
1423,0.105
1424,0.053
1425,0.052
1426,0.068
1427,0.008
1428,0.01
1429,0.104
1430,0.057
1431,0.106
1432,0.028
1433,0.081
1434,0.043
1435,0.141
1436,0.039
1437,0.192
1438,0.109
1439,0.02
1440,0.003
1441,0.087
1442,0.039
1443,0.003
1444,0.01
1445,0.079
1446,0.07
1447,0.006
1448,0.028
1449,0.002
1450,0.1
1451,0.03
1452,0.071
1453,0.039
1454,0.019
1455,0.063
1456,0.039
1457,0.023
1458,0.076
1459,0.073
1460,0.017
1461,0.167
1462,0.066
1463,0.041
1464,0.115
1465,0.132
1466,0.024
1467,0.004
1468,0.024
1469,0.139
1470,0.111
1471,0.386
1472,0.058
1473,0.076
1474,0.217
1475,0.217
1476,0.139
1477,0.207
1478,2.631
1479,2.246
1480,0.146
1481,0.147
1482,0.014
1483,0.048
1484,0.151
1485,0.127
1486,0.238
1487,0.016
1488,0.041
1489,0.03
1490,0.039
1491,0.092
1492,0.094
1493,0.047
1494,0.007
1495,0.022
1496,0.065
1497,0.133
1498,0.055
1499,1.644
1500,0.146
1501,0.143
1502,0.12
1503,0.071
1504,0.086
1505,0.08
1506,0.01
1507,0.122
1508,0.04
1509,0.065
1510,1.238
1511,0.042
1512,0.061
1513,0.005
1514,0.004
1515,0.122
1516,0.138
1517,0.06
1518,0.123
1519,0.036
1520,0.017
1521,0.001
1522,0.004
1523,0.101
1524,0.027
1525,0.084
1526,0.081
1527,0.062
1528,0.086
1529,0.014
1530,0.106
1531,0.033
1532,0.231
1533,0.09
1534,0.129
1535,0.123
1536,0.091
1537,0.049
1538,0.027
1539,0.047
1540,0.04
1541,0.079
1542,0.064
1543,0.077
1544,0.007
1545,0.004
1546,0.064
1547,0.087
1548,0.091
1549,0.038
1550,0.077
1551,0.1
1552,0.046
1553,0.05
1554,0.033
1555,0.048
1556,0.198
1557,0.213
1558,0.237
1559,0.014
1560,0.022
1561,0.033
1562,0.015
1563,0.01
1564,0.125
1565,0.076
1566,0.069
1567,0.08
1568,0.105
1569,0.104
1570,0.033
1571,0.055
1572,0.008
1573,0.044
1574,0.071
1575,0.044
1576,0.095
1577,0.073
1578,0.099
1579,0.021
1580,0.052
1581,0.202
1582,0.098
1583,0.177
1584,0.105
1585,0.01
1586,0.122
1587,0.011
1588,0.098
1589,0.057
1590,0.029
1591,0.683
1592,0.033
1593,2.742
1594,0.04
1595,0.055
1596,0.056
1597,0.055
1598,0.033
1599,0.069
1600,0.095
1601,0.037
1602,0.031
1603,0.213
1604,0.128
1605,0.182
1606,0.195
1607,0.074
1608,0.008
1609,0.032
1610,0.02
1611,0.081
1612,0.094
1613,0.021
1614,0.141
1615,0.072
1616,0.034
1617,0.014
1618,0.043
1619,0.067
1620,0.064
1621,0.003
1622,0.075
1623,1.957
1624,0.061
1625,0.056
1626,0.028
1627,0.031
1628,0.054
1629,0.811
1630,0.23
1631,0.04
1632,0.049
1633,0.02
1634,0.028
1635,0.097
1636,0.045
1637,0.067
1638,0.094
1639,0.168
1640,0.225
1641,0.048
1642,0.029
1643,0.222
1644,0.118
1645,0.137
1646,0.61
1647,0.002
1648,0.062
1649,0.216
1650,0.053
1651,0.06
1652,0.231
1653,0.081
1654,0.072
1655,0.045
1656,0.147
1657,0.068
1658,0.015
1659,0.013
1660,0.031
1661,0.003
1662,0.016
1663,0.011
1664,0.019
1665,0.03
1666,0.02
1667,0.064
1668,0.007
1669,0.993
1670,0.081
1671,0.142
1672,0.069
1673,0.064
1674,0.012
1675,0.102
1676,0.085
1677,0.088
1678,0.134
1679,0.04
1680,0.125
1681,0.122
1682,0.102
1683,0.036
1684,0.083
1685,0.092
1686,0.044
1687,0.053
1688,0.044
1689,0.007
1690,0.015
1691,0.031
1692,0.031
1693,0.078
1694,0.049
1695,0.075
1696,0.099
1697,0.014
1698,0.04
1699,0.212
1700,0.134
1701,0.249
1702,0.012
1703,0.011
1704,0.108
1705,0.02
1706,0.018
1707,0.033
1708,0.019
1709,0.07
1710,0.066
1711,1.19
1712,0.017
1713,0.051
1714,0.014
1715,0.004
1716,0.052
1717,0.039
1718,0.097
1719,0.087
1720,0.029
1721,0.043
1722,0.055
1723,0.098
1724,0.194
1725,0.016
1726,0.173
1727,0.145
1728,0.016
1729,0.089
1730,0.059
1731,0.086
1732,0.102
1733,0.071
1734,0.133
1735,0.046
1736,0.026
1737,0.039
1738,0.079
1739,0.042
1740,0.022
1741,0.085
1742,0.016
1743,0.086
1744,0.015
1745,0.074
1746,0.068
1747,0.233
1748,0.362
1749,2.441
1750,0.098
1751,0.007
1752,0.077
1753,0.044
1754,0.144
1755,0.554
1756,0.023
1757,0.128
1758,0.12
1759,0.105
1760,0.07
1761,0.018
1762,0.062
1763,0.017
1764,0.003
1765,0.003
1766,0.045
1767,0.098
1768,0.09
1769,0.798
1770,0.048
1771,0.061
1772,0.194
1773,0.012
1774,0.143
1775,0.037
1776,0.046
1777,0.064
1778,0.12
1779,0.092
1780,0.781
1781,0.112
1782,0.051
1783,0.011
1784,0.03
1785,0.035
1786,0.026
1787,0.009
1788,0.101
1789,0.037
1790,0.096
1791,0.053
1792,0.087
1793,0.029
1794,0.074
1795,0.225
1796,0.712
1797,0.248
1798,0.089
1799,0.048
1800,0.082
1801,0.009
1802,0.126
1803,0.131
1804,0.061
1805,0.011
1806,0.053
1807,0.148
1808,0.2
1809,0.072
1810,0.147
1811,0.106
1812,0.097
1813,0.378
1814,0.228
1815,0.196
1816,0.171
1817,0.143
1818,0.197
1819,0.208
1820,0.112
1821,0.218
1822,0.224
1823,0.072
1824,0.13
1825,0.116
1826,0.127
1827,0.124
1828,0.024
1829,0.03
1830,0.061
1831,0.132
1832,0.135
1833,0.069
1834,0.019
1835,0.021
1836,0.094
1837,1.842
1838,0.115
1839,0.057
1840,0.062
1841,0.039
1842,0.076
1843,0.06
1844,0.039
1845,0.123
1846,0.029
1847,0.025
1848,0.083
1849,0.093
1850,0.004
1851,0.114
1852,0.147
1853,0.111
1854,0.134
1855,0.014
1856,0.057
1857,0.089
1858,0.106
1859,0.053
1860,0.077
1861,0.028
1862,0.021
1863,0.015
1864,0.079
1865,0.003
1866,0.033
1867,0.115
1868,0.245
1869,0.129
1870,0.074
1871,0.014
1872,0.017
1873,0.014
1874,0.119
1875,2.574
1876,0.101
1877,0.113
1878,0.075
1879,0.251
1880,0.035
1881,0.016
1882,0.009
1883,0.066
1884,0.064
1885,0.041
1886,0.051
1887,0.057
1888,0.04
1889,0.038
1890,0.051
1891,0.113
1892,0.228
1893,0.017
1894,0.079
1895,0.021
1896,0.085
1897,0.006
1898,0.124
1899,0.042
1900,0.117
1901,0.142
1902,0.1
1903,0.017
1904,0.014
1905,0.013
1906,0.095
1907,0.018
1908,0.102
1909,0.009
1910,0.065
1911,0.094
1912,0.099
1913,0.045
1914,0.083
1915,0.095
1916,0.112
1917,0.021
1918,0.157
1919,0.034
1920,0.081
1921,0.046
1922,0.031
1923,0.142
1924,0.121
1925,0.014
1926,0.008
1927,1.382
1928,0.049
1929,0.065
1930,0.024
1931,0.034
1932,0.062
1933,0.06
1934,0.088
1935,0.046
1936,0.005
1937,0.08
1938,0.074
1939,0.034
1940,0.011
1941,0.041
1942,0.194
1943,0.092
1944,0.043
1945,0.077
1946,0.005
1947,0.084
1948,0.003
1949,0.068
1950,0.119
1951,0.179
1952,0.033
1953,0.039
1954,0.013
1955,0.089
1956,0.102
1957,0.076
1958,0.005
1959,0.086
1960,0.067
1961,0.097
1962,0.011
1963,0.182
1964,0.062
1965,0.019
1966,0.24
1967,0.074
1968,0.112
1969,0.123
1970,0.13
1971,0.017
1972,0.091
1973,0.014
1974,0.058
1975,0.242
1976,0.026
1977,0.091
1978,0.07
1979,0.204
1980,1.824
1981,0.037
1982,0.091
1983,0.184
1984,0.154
1985,0.153
1986,0.25
1987,0.084
1988,0.031
1989,0.129
1990,0.107
1991,0.128
1992,0.137
1993,0.114
1994,0.084
1995,0.088
1996,0.033
1997,0.068
1998,0.016
1999,0.117
2000,0.122
2001,0.134
2002,0.078
2003,0.038
2004,0.117
2005,0.018
2006,0.004
2007,0.098
2008,0.052
2009,0.023
2010,0.034
2011,0.046
2012,0.025
2013,0.054
2014,0.011
2015,0.104
2016,0.078
2017,0.129
2018,0.081
2019,0.069
2020,0.009
2021,0.073
2022,0.114
2023,0.158
2024,0.03
2025,0.048
2026,0.021
2027,0.099
2028,0.088
2029,0.107
2030,0.081
2031,2.061
2032,0.105
2033,0.029
2034,2.967
2035,0.168
2036,0.155
2037,0.119
2038,0.205
2039,0.005
2040,0.14
2041,0.135
2042,0.048
2043,0.069
2044,0.041
2045,0.054
2046,0.12
2047,0.085
2048,0.082
2049,0.054
2050,0.095
2051,0.092
2052,0.01
2053,0.058
2054,0.077
2055,0.032
2056,0.016
2057,0.106
2058,0.103
2059,0.223
2060,0.241
2061,0.114
2062,0.236
2063,0.109
2064,0.127
2065,0.143
2066,0.028
2067,0.012
2068,0.135
2069,0.104
2070,0.043
2071,0.668
2072,0.036
2073,0.025
2074,0.064
2075,0.03
2076,0.043
2077,0.048
2078,0.024
2079,0.071
2080,0.062
2081,0.074
2082,0.003
2083,0.012
2084,0.066
2085,0.079
2086,0.062
2087,0.049
2088,0.139
2089,0.024
2090,0.085
2091,0.086
2092,0.032
2093,0.043
2094,0.087
2095,0.079
2096,0.005
2097,0.099
2098,0.086
2099,0.048
2100,0.077
2101,0.081
2102,0.099
2103,0.075
2104,0.019
2105,0.004
2106,0.086
2107,0.161
2108,2.956
2109,0.021
2110,0.105
2111,0.138
2112,0.143
2113,0.133
2114,0.012
2115,0.147
2116,0.067
2117,0.015
2118,0.031
2119,0.054
2120,0.052
2121,0.004
2122,0.09
2123,0.021
2124,0.097
2125,0.091
2126,0.089
2127,0.02
2128,0.048
2129,0.098
2130,0.054
2131,1.103
2132,0.11
2133,0.062
2134,0.16
2135,0.108
2136,0.007
2137,0.107
2138,0.029
2139,0.055
2140,0.062
2141,0.057
